exon_id
NFKBIE_exon_1
CREBBP_exon_12
NOTCH2_exon_19
MYD88_exon_3
STAT6_exon_13
CHD8_exon_31
BIRC6_exon_12
BTG2_exon_1
CREBBP_exon_5
IRF8_exon_7
SMARCA4_exon_7
TOX_exon_1
IRF4_exon_2
RRAGC_exon_1
ATR_exon_47
ATM_exon_10
MYC_exon_2
IL16_exon_2
PTEN_exon_2
ZNF608_exon_2
KMT2D_exon_31
JAK1_exon_4
CREBBP_exon_26
TPTE_exon_8
ETS1_exon_4
DNMT3A_exon_18
CREBBP_exon_17
BRAF_exon_16
TBL1XR1_exon_14
ZFAT_exon_8
ANO4_exon_13
CALML6_exon_5
XPO1_exon_15
DCAF6_exon_20
SORCS3_exon_15
MTMR8_exon_2
PASD1_exon_10
BRINP3_exon_3
BTK_exon_12
KMT2D_exon_48
IKZF3_exon_6
SMARCA4_exon_12
BRAF_exon_18
XIRP2_exon_10
GNAS_exon_12
BCL6_exon_9
TP53_exon_8
SETD1B_exon_16
CARD11_exon_4
CREBBP_exon_30
LTB_exon_3
ZNF292_exon_7
KMT2D_exon_10
DNMT3A_exon_6
INSR_exon_4
JAK3_exon_17
CARD11_exon_8
ETV6_exon_6
ZFAT_exon_5
ZFX_exon_8
STAT5B_exon_16
SMARCA4_exon_6
GNAS_exon_1
ATM_exon_51
IRF8_exon_3
IRF4_exon_3
BTK_exon_8
GOLGA5_exon_9
JAK3_exon_2
RB1_exon_17
DUSP2_exon_3
H1-4_exon_1
FBXW7_exon_10
KMT2D_exon_39
BTBD3_exon_3
RHOA_exon_3
FBXW7_exon_13
MSH2_exon_1
RHOA_exon_2
NFKBIA_exon_1
IKBKB_exon_13
CD58_exon_3
TMEM30A_exon_5
BCL10_exon_2
FUBP1_exon_15
TOX_exon_4
CHD8_exon_34
GRB10_exon_8
KRAS_exon_4
SMARCA4_exon_25
ARID1B_exon_8
ETV6_exon_3
KLHL6_exon_1
PIM2_exon_5
CCND3_exon_1
CREBBP_exon_18
CARD11_exon_22
SETD2_exon_14
AHNAK2_exon_6
CARD11_exon_16
KLHL6_exon_5
MAP2K1_exon_2
GNA13_exon_1
SMARCA4_exon_19
HRAS_intron_4
CDH11_exon_12
FOXO1_exon_1
MYD88_exon_5
BRINP3_exon_2
MGA_exon_8
KLHL14_exon_2
ARID1B_exon_1
SOCS1_exon_2
SETD1B_exon_11
ARID1A_exon_1
H2BC13_exon_1
BTG1_exon_1
SPEN_exon_12
H2BC5_exon_1
H3C3_exon_1
SGK1_intron_4
MGA_exon_13
KMT2D_exon_35
KMT2C_exon_36
RASGRF2_exon_1
H1-3_exon_1
RARA_exon_9
BTG2_exon_2
KMT2C_exon_43
ARID1A_exon_18
JUNB_exon_1
TNFAIP3_exon_7
HNRNPU_exon_1
BCL6_exon_5
PRDM1_exon_5
KMT2D_exon_49
TET2_exon_3
RHOA_exon_5
ZBTB7A_exon_2
BRINP3_exon_8
IRF8_exon_9
MGA_exon_17
KMT2D_exon_40
ZFX_exon_10
KMT2D_exon_11
NPAT_exon_13
EP300_exon_31
CHST2_exon_2
SAMD15_exon_1
KMT2D_exon_32
KMT2C_exon_38
BTBD3_exon_4
SPEN_exon_11
CNGB1_exon_33
PIK3CD_exon_24
H2BC21_exon_1
ARID1B_exon_20
MSH6_exon_4
ZFP36L1_exon_2
LRRN3_exon_3
UNC13C_exon_2
HTR2C_exon_6
S1PR2_exon_2
MAGEC1_exon_4
P2RY8_exon_2
SETD2_exon_3
TET2_exon_11
